league,season,team,player,standard_nation,standard_pos,standard_age,standard_born,standard_Playing Time_MP,standard_Playing Time_Starts,standard_Playing Time_Min,standard_Playing Time_90s,standard_Performance_Gls,standard_Performance_Ast,standard_Performance_G+A,standard_Performance_G-PK,standard_Performance_PK,standard_Performance_PKatt,standard_Performance_CrdY,standard_Performance_CrdR,standard_Per 90 Minutes_Gls,standard_Per 90 Minutes_Ast,standard_Per 90 Minutes_G+A,standard_Per 90 Minutes_G-PK,standard_Per 90 Minutes_G+A-PK,shooting_nation,shooting_pos,shooting_age,shooting_born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_PK,shooting_Standard_PKatt,misc_nation,misc_pos,misc_age,misc_born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG
,2425,Bochum,Samuel Bamba,GER,FW,20,2004,5,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,FW,20,2004,0.3,0,2,1,50.0,6.67,3.33,0.0,0.0,0,0,GER,FW,20,2004,0.3,0,0,0,0,1,1,5,0,1,,,0
,2425,Dortmund,Cole Campbell,USA,FW,18,2006,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,USA,FW,18,2006,0.2,0,0,0,,0.0,0.0,,,0,0,USA,FW,18,2006,0.2,0,0,0,1,1,0,1,0,0,,,0
,2425,Dortmund,Karim Adeyemi,GER,"MF,FW",22,2002,25,17,1433,15.9,7,6,13,7,0,0,4,0,0.44,0.38,0.82,0.44,0.82,GER,"MF,FW",22,2002,15.9,7,46,18,39.1,2.89,1.13,0.15,0.39,0,0,GER,"MF,FW",22,2002,15.9,4,0,0,27,18,4,27,8,13,,,0
,2425,Dortmund,Maximilian Beier,GER,"MF,FW",21,2002,29,17,1591,17.7,8,5,13,8,0,0,2,0,0.45,0.28,0.74,0.45,0.74,GER,"MF,FW",21,2002,17.7,8,42,13,31.0,2.38,0.74,0.19,0.62,0,0,GER,"MF,FW",21,2002,17.7,2,0,0,17,16,9,18,7,15,,,0
,2425,Dortmund,Serhou Guirassy,GUI,FW,28,1996,30,29,2598,28.9,21,4,25,18,3,4,4,0,0.73,0.14,0.87,0.62,0.76,GUI,FW,28,1996,28.9,21,89,37,41.6,3.08,1.28,0.2,0.49,3,4,GUI,FW,28,1996,28.9,4,0,0,16,53,12,1,5,6,,,0
,2425,Frankfurt,Elye Wahi,CIV,FW,21,2003,8,1,196,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,CIV,FW,21,2003,2.2,0,9,2,22.2,4.13,0.92,0.0,0.0,0,0,CIV,FW,21,2003,2.2,1,0,0,2,3,4,5,0,0,,,0
,2425,Frankfurt,Hugo Ekitike,FRA,FW,22,2002,33,31,2563,28.5,15,8,23,14,1,3,1,0,0.53,0.28,0.81,0.49,0.77,FRA,FW,22,2002,28.5,15,117,48,41.0,4.11,1.69,0.12,0.29,1,3,FRA,FW,22,2002,28.5,1,0,0,39,17,19,17,5,12,,,0
,2425,Frankfurt,Igor Matanović,CRO,FW,21,2003,16,2,312,3.5,1,0,1,1,0,0,0,0,0.29,0.0,0.29,0.29,0.29,CRO,FW,21,2003,3.5,1,11,5,45.5,3.17,1.44,0.09,0.2,0,0,CRO,FW,21,2003,3.5,0,0,0,6,11,1,0,1,0,,,0
,2425,Frankfurt,Michy Batshuayi,BEL,FW,30,1993,10,3,300,3.3,3,0,3,3,0,0,2,0,0.9,0.0,0.9,0.9,0.9,BEL,FW,30,1993,3.3,3,5,3,60.0,1.5,0.9,0.6,1.0,0,0,BEL,FW,30,1993,3.3,2,0,0,6,2,4,1,1,1,,,0
,2425,Frankfurt,Omar Marmoush,EGY,"FW,MF",25,1999,17,17,1448,16.1,15,9,24,13,2,2,2,0,0.93,0.56,1.49,0.81,1.37,EGY,"FW,MF",25,1999,16.1,15,77,36,46.8,4.79,2.24,0.17,0.36,2,2,EGY,"FW,MF",25,1999,16.1,2,0,0,9,55,7,78,4,9,,,0
,2425,Freiburg,Florent Muslija,KVX,"FW,MF",26,1998,9,0,168,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,KVX,"FW,MF",26,1998,1.9,0,3,2,66.7,1.61,1.07,0.0,0.0,0,0,KVX,"FW,MF",26,1998,1.9,0,0,0,0,2,0,14,2,4,,,0
,2425,Freiburg,Junior Adamu,AUT,FW,23,2001,25,19,1545,17.2,2,2,4,2,0,0,5,1,0.12,0.12,0.23,0.12,0.23,AUT,FW,23,2001,17.2,2,37,12,32.4,2.16,0.7,0.05,0.17,0,0,AUT,FW,23,2001,17.2,5,1,0,37,22,17,5,11,3,,,0
,2425,Freiburg,Lucas Höler,GER,"FW,MF",30,1994,31,21,1867,20.7,6,4,10,6,0,1,3,0,0.29,0.19,0.48,0.29,0.48,GER,"FW,MF",30,1994,20.7,6,35,19,54.3,1.69,0.92,0.17,0.32,0,1,GER,"FW,MF",30,1994,20.7,3,0,0,31,30,8,14,6,24,,,0
,2425,Freiburg,Maximilian Philipp,GER,"FW,MF",30,1994,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,"FW,MF",30,1994,0.2,0,1,0,0.0,5.29,0.0,0.0,,0,0,GER,"FW,MF",30,1994,0.2,0,0,0,0,0,0,0,0,0,,,0
,2425,Freiburg,Michael Gregoritsch,AUT,FW,30,1994,20,5,639,7.1,2,1,3,2,0,0,2,0,0.28,0.14,0.42,0.28,0.42,AUT,FW,30,1994,7.1,2,16,6,37.5,2.25,0.85,0.13,0.33,0,0,AUT,FW,30,1994,7.1,2,0,0,7,5,4,1,1,2,,,0
,2425,Freiburg,Noah Weißhaupt,GER,"FW,MF",22,2001,3,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,"FW,MF",22,2001,0.9,0,1,0,0.0,1.13,0.0,0.0,,0,0,GER,"FW,MF",22,2001,0.9,0,0,0,1,6,0,8,0,0,,,0
,2425,Freiburg,Roland Sallai,HUN,"DF,FW",27,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,HUN,"DF,FW",27,1997,0.5,0,3,1,33.3,5.87,1.96,0.0,0.0,0,0,HUN,"DF,FW",27,1997,0.5,0,0,0,0,1,0,4,1,1,,,0
,2425,Gladbach,Grant Ranos,ARM,FW,21,2003,2,0,20,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARM,FW,21,2003,0.2,0,0,0,,0.0,0.0,,,0,0,ARM,FW,21,2003,0.2,1,0,0,1,0,0,0,0,0,,,0
,2425,Gladbach,Noah Pesch,CRO,FW,19,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,CRO,FW,19,2005,0.1,0,0,0,,0.0,0.0,,,0,0,CRO,FW,19,2005,0.1,0,0,0,1,0,0,0,0,0,,,0
,2425,Gladbach,Shiō Fukuda,JPN,FW,20,2004,6,0,60,0.7,1,0,1,1,0,0,0,0,1.5,0.0,1.5,1.5,1.5,JPN,FW,20,2004,0.7,1,3,1,33.3,4.5,1.5,0.33,1.0,0,0,JPN,FW,20,2004,0.7,0,0,0,2,0,1,1,0,0,,,0
,2425,Gladbach,Tim Kleindienst,GER,FW,28,1995,31,31,2737,30.4,16,7,23,15,1,2,5,1,0.53,0.23,0.76,0.49,0.72,GER,FW,28,1995,30.4,16,75,39,52.0,2.47,1.28,0.2,0.38,1,2,GER,FW,28,1995,30.4,5,1,1,75,25,23,15,13,15,,,0
,2425,Gladbach,Tomáš Čvančara,CZE,"MF,FW",23,2000,28,7,831,9.2,2,0,2,2,0,0,5,1,0.22,0.0,0.22,0.22,0.22,CZE,"MF,FW",23,2000,9.2,2,24,9,37.5,2.6,0.97,0.08,0.22,0,0,CZE,"MF,FW",23,2000,9.2,5,1,1,11,6,1,15,4,0,,,0
,2425,Heidenheim,Adrian Beck,GER,"MF,FW",27,1997,32,18,1598,17.8,4,1,5,4,0,0,1,0,0.23,0.06,0.28,0.23,0.28,GER,"MF,FW",27,1997,17.8,4,39,13,33.3,2.2,0.73,0.1,0.31,0,0,GER,"MF,FW",27,1997,17.8,1,0,0,16,14,2,31,9,17,,,0
,2425,Heidenheim,Budu Zivzivadze,GEO,FW,30,1994,15,10,958,10.6,2,3,5,2,0,0,0,0,0.19,0.28,0.47,0.19,0.47,GEO,FW,30,1994,10.6,2,22,10,45.5,2.07,0.94,0.09,0.2,0,0,GEO,FW,30,1994,10.6,0,0,0,9,15,6,5,2,11,,,0
,2425,Heidenheim,Denis Thomalla,GER,"FW,MF",31,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,GER,"FW,MF",31,1992,0.0,0,0,0,,0.0,0.0,,,0,0,GER,"FW,MF",31,1992,0.0,0,0,0,0,0,0,0,0,0,,,0
,2425,Heidenheim,Léo Scienza,BRA,"MF,FW",25,1998,25,13,1153,12.8,3,3,6,3,0,0,1,0,0.23,0.23,0.47,0.23,0.47,BRA,"MF,FW",25,1998,12.8,3,38,15,39.5,2.97,1.17,0.08,0.2,0,0,BRA,"MF,FW",25,1998,12.8,1,0,0,16,63,5,81,5,11,,,0
,2425,Heidenheim,Marvin Pieringer,GER,FW,24,1999,31,26,2206,24.5,7,4,11,4,3,3,7,0,0.29,0.16,0.45,0.16,0.33,GER,FW,24,1999,24.5,7,60,20,33.3,2.45,0.82,0.07,0.2,3,3,GER,FW,24,1999,24.5,7,0,0,50,46,15,11,8,11,,,0
,2425,Heidenheim,Mathias Honsak,AUT,"MF,FW",27,1996,22,12,1181,13.1,5,1,6,5,0,0,1,0,0.38,0.08,0.46,0.38,0.46,AUT,"MF,FW",27,1996,13.1,5,29,10,34.5,2.21,0.76,0.17,0.5,0,0,AUT,"MF,FW",27,1996,13.1,1,0,0,14,13,2,47,9,9,,,0
,2425,Heidenheim,Maximilian Breunig,GER,FW,23,2000,13,2,350,3.9,2,0,2,1,1,1,0,0,0.51,0.0,0.51,0.26,0.26,GER,FW,23,2000,3.9,2,11,3,27.3,2.83,0.77,0.09,0.33,1,1,GER,FW,23,2000,3.9,0,0,0,8,5,1,1,1,4,,,0
,2425,Heidenheim,Mikkel Kaufmann,DEN,"FW,MF",23,2001,9,3,372,4.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,DEN,"FW,MF",23,2001,4.1,0,3,3,100.0,0.73,0.73,0.0,0.0,0,0,DEN,"FW,MF",23,2001,4.1,2,0,0,5,14,0,2,2,4,,,0
,2425,Heidenheim,Paul Wanner,AUT,"MF,FW",18,2005,29,20,1771,19.7,3,2,5,2,1,1,2,0,0.15,0.1,0.25,0.1,0.2,AUT,"MF,FW",18,2005,19.7,3,25,6,24.0,1.27,0.3,0.08,0.33,1,1,AUT,"MF,FW",18,2005,19.7,2,0,0,23,18,1,54,3,28,,,0
,2425,Heidenheim,Sirlord Conteh,GER,"MF,FW",28,1996,29,4,892,9.9,1,1,2,1,0,0,2,0,0.1,0.1,0.2,0.1,0.2,GER,"MF,FW",28,1996,9.9,1,13,5,38.5,1.31,0.5,0.08,0.2,0,0,GER,"MF,FW",28,1996,9.9,2,0,0,8,11,4,21,0,5,,,0
,2425,Heidenheim,Stefan Schimmer,GER,FW,30,1994,13,0,247,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GER,FW,30,1994,2.7,0,10,2,20.0,3.64,0.73,0.0,0.0,0,0,GER,FW,30,1994,2.7,1,0,0,2,1,2,2,0,0,,,0
,2425,Hoffenheim,Adam Hložek,CZE,"FW,MF",22,2002,27,22,1871,20.8,8,4,12,8,0,0,2,0,0.38,0.19,0.58,0.38,0.58,CZE,"FW,MF",22,2002,20.8,8,59,25,42.4,2.84,1.2,0.14,0.32,0,0,CZE,"FW,MF",22,2002,20.8,2,0,0,16,30,6,20,4,11,,,0
,2425,Hoffenheim,Bazoumana Touré,CIV,"MF,FW",18,2006,13,7,609,6.8,0,3,3,0,0,0,1,0,0.0,0.44,0.44,0.0,0.44,CIV,"MF,FW",18,2006,6.8,0,19,5,26.3,2.81,0.74,0.0,0.0,0,0,CIV,"MF,FW",18,2006,6.8,1,0,0,13,3,7,25,3,10,,,0
,2425,Hoffenheim,David Mokwa,FRA,FW,20,2004,2,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,FW,20,2004,0.2,0,2,2,100.0,8.18,8.18,0.0,0.0,0,0,FRA,FW,20,2004,0.2,0,0,0,1,0,0,0,0,0,,,0
,2425,Hoffenheim,Erencan Yardimci,TUR,FW,22,2002,8,3,313,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,TUR,FW,22,2002,3.5,0,5,1,20.0,1.44,0.29,0.0,0.0,0,0,TUR,FW,22,2002,3.5,2,0,0,8,5,5,1,1,3,,,0
,2425,Hoffenheim,Gift Orban,NGA,FW,22,2002,13,7,687,7.6,4,0,4,4,0,0,2,0,0.52,0.0,0.52,0.52,0.52,NGA,FW,22,2002,7.6,4,11,4,36.4,1.44,0.52,0.36,1.0,0,0,NGA,FW,22,2002,7.6,2,0,0,15,7,8,6,0,1,,,0
,2425,Hoffenheim,Haris Tabaković,BIH,FW,30,1994,22,6,821,9.1,3,1,4,3,0,0,0,0,0.33,0.11,0.44,0.33,0.44,BIH,FW,30,1994,9.1,3,30,10,33.3,3.29,1.1,0.1,0.3,0,0,BIH,FW,30,1994,9.1,0,0,0,15,8,11,4,1,0,,,0
,2425,Hoffenheim,Ihlas Bebou,TOG,"FW,MF",30,1994,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,TOG,"FW,MF",30,1994,0.1,0,0,0,,0.0,0.0,,,0,0,TOG,"FW,MF",30,1994,0.1,0,0,0,0,0,0,0,0,0,,,0
,2425,Hoffenheim,Jacob Bruun Larsen,DEN,"MF,FW",25,1998,12,3,400,4.4,2,2,4,2,0,0,0,0,0.45,0.45,0.9,0.45,0.9,DEN,"MF,FW",25,1998,4.4,2,14,7,50.0,3.15,1.58,0.14,0.29,0,0,DEN,"MF,FW",25,1998,4.4,0,0,0,2,2,3,19,1,3,,,0
,2425,Hoffenheim,Marius Bülter,GER,"MF,FW",31,1993,25,22,1729,19.2,7,2,9,7,0,0,4,0,0.36,0.1,0.47,0.36,0.47,GER,"MF,FW",31,1993,19.2,7,38,16,42.1,1.98,0.83,0.18,0.44,0,0,GER,"MF,FW",31,1993,19.2,4,0,0,11,36,6,86,4,10,,,0
,2425,Hoffenheim,Max Moerstedt,GER,"FW,MF",18,2006,12,5,451,5.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,GER,"FW,MF",18,2006,5.0,0,12,4,33.3,2.39,0.8,0.0,0.0,0,0,GER,"FW,MF",18,2006,5.0,2,0,0,6,10,1,0,0,3,,,0
,2425,Hoffenheim,Mergim Berisha,GER,FW,26,1998,11,3,333,3.7,1,1,2,1,0,0,1,0,0.27,0.27,0.54,0.27,0.54,GER,FW,26,1998,3.7,1,11,3,27.3,2.97,0.81,0.09,0.33,0,0,GER,FW,26,1998,3.7,1,0,0,5,5,3,3,0,2,,,0
,2425,Holstein Kiel,Alexander Bernhardsson,SWE,"FW,MF",25,1998,19,15,1263,14.0,7,2,9,7,0,0,3,0,0.5,0.14,0.64,0.5,0.64,SWE,"FW,MF",25,1998,14.0,7,27,14,51.9,1.92,1.0,0.26,0.5,0,0,SWE,"FW,MF",25,1998,14.0,3,0,0,21,15,2,34,5,14,,,0
,2425,Holstein Kiel,Benedikt Pichler,AUT,FW,27,1997,18,7,785,8.7,1,2,3,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,AUT,FW,27,1997,8.7,1,20,9,45.0,2.29,1.03,0.05,0.11,0,0,AUT,FW,27,1997,8.7,1,0,0,14,16,13,10,2,3,,,0
,2425,Holstein Kiel,Jann-Fiete Arp,GER,FW,24,2000,23,3,713,7.9,2,0,2,1,1,2,8,1,0.25,0.0,0.25,0.13,0.13,GER,FW,24,2000,7.9,2,22,11,50.0,2.78,1.39,0.05,0.09,1,2,GER,FW,24,2000,7.9,8,1,1,20,18,2,24,3,10,,,0
,2425,Holstein Kiel,Phil Harres,GER,FW,22,2002,26,17,1544,17.2,8,1,9,8,0,0,3,0,0.47,0.06,0.52,0.47,0.52,GER,FW,22,2002,17.2,8,37,17,45.9,2.16,0.99,0.22,0.47,0,0,GER,FW,22,2002,17.2,3,0,0,35,20,5,6,4,9,,,0
,2425,Holstein Kiel,Shuto Machino,JPN,"FW,MF",24,1999,32,23,1953,21.7,11,2,13,9,2,2,2,0,0.51,0.09,0.6,0.41,0.51,JPN,"FW,MF",24,1999,21.7,11,51,23,45.1,2.35,1.06,0.18,0.39,2,2,JPN,"FW,MF",24,1999,21.7,2,0,0,20,25,9,33,7,5,,,0
,2425,Holstein Kiel,Steven Skrzybski,GER,"FW,MF",31,1992,24,15,1323,14.7,6,3,9,5,1,1,0,0,0.41,0.2,0.61,0.34,0.54,GER,"FW,MF",31,1992,14.7,6,33,13,39.4,2.24,0.88,0.15,0.38,1,1,GER,"FW,MF",31,1992,14.7,0,0,0,16,22,2,30,13,8,,,0
,2425,Leverkusen,Amine Adli,MAR,"MF,FW",24,2000,20,6,766,8.5,2,0,2,2,0,0,3,0,0.23,0.0,0.23,0.23,0.23,MAR,"MF,FW",24,2000,8.5,2,20,7,35.0,2.35,0.82,0.1,0.29,0,0,MAR,"MF,FW",24,2000,8.5,3,0,0,15,9,7,33,1,9,,,0
,2425,Leverkusen,Martin Terrier,FRA,"MF,FW",27,1997,15,7,584,6.5,2,1,3,2,0,0,1,0,0.31,0.15,0.46,0.31,0.46,FRA,"MF,FW",27,1997,6.5,2,16,6,37.5,2.47,0.92,0.13,0.33,0,0,FRA,"MF,FW",27,1997,6.5,1,0,0,2,9,2,5,1,2,,,0
,2425,Leverkusen,Nathan Tella,NGA,"MF,FW",25,1999,27,17,1359,15.1,2,4,6,2,0,0,1,0,0.13,0.26,0.4,0.13,0.4,NGA,"MF,FW",25,1999,15.1,2,28,11,39.3,1.85,0.73,0.07,0.18,0,0,NGA,"MF,FW",25,1999,15.1,1,0,0,22,32,10,25,5,11,,,0
,2425,Leverkusen,Patrik Schick,CZE,FW,28,1996,31,19,1684,18.7,21,0,21,20,1,1,4,0,1.12,0.0,1.12,1.07,1.07,CZE,FW,28,1996,18.7,21,68,34,50.0,3.63,1.82,0.29,0.59,1,1,CZE,FW,28,1996,18.7,4,0,0,23,23,7,1,4,5,,,0
,2425,Leverkusen,Victor Boniface,NGA,FW,23,2000,19,12,1008,11.2,8,1,9,8,0,1,2,0,0.71,0.09,0.8,0.71,0.8,NGA,FW,23,2000,11.2,8,51,18,35.3,4.55,1.61,0.16,0.44,0,1,NGA,FW,23,2000,11.2,2,0,0,14,8,6,6,0,4,,,0
,2425,Mainz 05,Armindo Sieb,GER,"MF,FW",21,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,0.24,0.24,0.47,0.24,0.47,GER,"MF,FW",21,2003,8.5,2,29,7,24.1,3.43,0.83,0.07,0.29,0,0,GER,"MF,FW",21,2003,8.5,2,0,0,13,13,10,6,1,5,,,0
,2425,Mainz 05,Arnaud Nordin,FRA,"FW,MF",26,1998,6,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,FRA,"FW,MF",26,1998,0.9,0,1,0,0.0,1.13,0.0,0.0,,0,0,FRA,"FW,MF",26,1998,0.9,0,0,0,1,3,0,9,0,0,,,0
,2425,Mainz 05,Jonathan Burkardt,GER,FW,24,2000,29,28,2109,23.4,18,2,20,16,2,2,0,0,0.77,0.09,0.85,0.68,0.77,GER,FW,24,2000,23.4,18,72,30,41.7,3.07,1.28,0.22,0.53,2,2,GER,FW,24,2000,23.4,0,0,0,23,24,11,27,1,7,,,0
,2425,Mainz 05,Nelson Weiper,GER,FW,19,2005,23,7,704,7.8,3,2,5,3,0,0,2,0,0.38,0.26,0.64,0.38,0.64,GER,FW,19,2005,7.8,3,23,13,56.5,2.94,1.66,0.13,0.23,0,0,GER,FW,19,2005,7.8,2,0,0,19,0,7,6,2,4,,,0
,2425,RB Leipzig,André Silva,POR,FW,28,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,0.68,1.36,2.05,0.0,1.36,POR,FW,28,1995,1.5,1,8,3,37.5,5.45,2.05,0.0,0.0,1,1,POR,FW,28,1995,1.5,0,0,0,0,2,0,0,0,1,,,0
,2425,RB Leipzig,Benjamin Šeško,SVN,"FW,MF",21,2003,33,30,2380,26.4,13,5,18,11,2,2,2,1,0.49,0.19,0.68,0.42,0.61,SVN,"FW,MF",21,2003,26.4,13,68,31,45.6,2.57,1.17,0.16,0.35,2,2,SVN,"FW,MF",21,2003,26.4,2,1,1,26,20,18,7,4,3,,,0
,2425,RB Leipzig,Christoph Baumgartner,AUT,"MF,FW",24,1999,31,18,1610,17.9,2,1,3,2,0,0,5,0,0.11,0.06,0.17,0.11,0.17,AUT,"MF,FW",24,1999,17.9,2,39,15,38.5,2.18,0.84,0.05,0.13,0,0,AUT,"MF,FW",24,1999,17.9,5,0,0,44,29,4,14,12,25,,,0
,2425,RB Leipzig,Elif Elmas,MKD,"FW,MF",24,1999,2,0,44,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,MKD,"FW,MF",24,1999,0.5,0,2,1,50.0,4.09,2.05,0.0,0.0,0,0,MKD,"FW,MF",24,1999,0.5,1,0,0,2,0,1,0,0,1,,,0
,2425,RB Leipzig,Loïs Openda,BEL,FW,24,2000,33,28,2453,27.3,9,5,14,9,0,1,5,1,0.33,0.18,0.51,0.33,0.51,BEL,FW,24,2000,27.3,9,78,33,42.3,2.86,1.21,0.12,0.27,0,1,BEL,FW,24,2000,27.3,5,1,1,29,77,27,27,5,4,,,0
,2425,RB Leipzig,Tidiam Gomis,FRA,FW,17,2006,8,1,152,1.7,0,1,1,0,0,0,2,0,0.0,0.59,0.59,0.0,0.59,FRA,FW,17,2006,1.7,0,5,1,20.0,2.96,0.59,0.0,0.0,0,0,FRA,FW,17,2006,1.7,2,0,0,3,2,2,4,1,0,,,0
,2425,RB Leipzig,Yussuf Poulsen,DEN,"MF,FW",30,1994,22,2,378,4.2,2,0,2,2,0,0,1,0,0.48,0.0,0.48,0.48,0.48,DEN,"MF,FW",30,1994,4.2,2,14,7,50.0,3.33,1.67,0.14,0.29,0,0,DEN,"MF,FW",30,1994,4.2,1,0,0,8,14,1,2,0,5,,,0
,2425,St Pauli,Abdoulie Ceesay,GAM,FW,20,2004,7,0,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,GAM,FW,20,2004,0.7,0,0,0,,0.0,0.0,,,0,0,GAM,FW,20,2004,0.7,1,0,0,2,3,0,0,0,3,,,0
,2425,St Pauli,Andreas Albers,DEN,"FW,MF",34,1990,14,0,62,0.7,1,0,1,1,0,0,0,0,1.45,0.0,1.45,1.45,1.45,DEN,"FW,MF",34,1990,0.7,1,3,1,33.3,4.35,1.45,0.33,1.0,0,0,DEN,"FW,MF",34,1990,0.7,0,0,0,3,2,0,0,0,0,,,0
,2425,St Pauli,Connor Metcalfe,AUS,"MF,FW",24,1999,10,3,358,4.0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,AUS,"MF,FW",24,1999,4.0,0,6,3,50.0,1.51,0.75,0.0,0.0,0,0,AUS,"MF,FW",24,1999,4.0,2,1,1,5,4,0,7,3,0,,,0
,2425,St Pauli,Danel Sinani,LUX,"FW,MF",27,1997,26,14,1250,13.9,2,2,4,2,0,0,3,0,0.14,0.14,0.29,0.14,0.29,LUX,"FW,MF",27,1997,13.9,2,35,12,34.3,2.52,0.86,0.06,0.17,0,0,LUX,"FW,MF",27,1997,13.9,3,0,0,25,14,4,70,2,11,,,0
,2425,St Pauli,Dapo Afolayan,ENG,"FW,MF",26,1997,32,17,1639,18.2,3,1,4,3,0,0,3,0,0.16,0.05,0.22,0.16,0.22,ENG,"FW,MF",26,1997,18.2,3,38,13,34.2,2.09,0.71,0.08,0.23,0,0,ENG,"FW,MF",26,1997,18.2,3,0,0,21,42,9,50,8,8,,,0
,2425,St Pauli,Elias Saad,TUN,"FW,MF",24,1999,18,10,900,10.0,3,2,5,3,0,0,1,0,0.3,0.2,0.5,0.3,0.5,TUN,"FW,MF",24,1999,10.0,3,26,8,30.8,2.6,0.8,0.12,0.38,0,0,TUN,"FW,MF",24,1999,10.0,1,0,0,17,24,7,14,4,14,,,0
,2425,St Pauli,Johannes Eggestein,GER,FW,26,1998,27,22,1853,20.6,3,4,7,2,1,2,3,0,0.15,0.19,0.34,0.1,0.29,GER,FW,26,1998,20.6,3,36,13,36.1,1.75,0.63,0.06,0.15,1,2,GER,FW,26,1998,20.6,3,0,0,12,12,14,35,0,4,,,0
,2425,St Pauli,Maurides,BRA,FW,30,1994,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,BRA,FW,30,1994,0.0,0,0,0,,0.0,0.0,,,0,0,BRA,FW,30,1994,0.0,0,0,0,0,0,0,0,0,0,,,0
,2425,St Pauli,Morgan Guilavogui,GUI,"FW,MF",26,1998,25,21,1807,20.1,6,2,8,6,0,0,6,0,0.3,0.1,0.4,0.3,0.4,GUI,"FW,MF",26,1998,20.1,6,41,15,36.6,2.04,0.75,0.15,0.4,0,0,GUI,"FW,MF",26,1998,20.1,6,0,0,47,34,11,10,13,19,,,0
,2425,St Pauli,Noah Weißhaupt,GER,"FW,MF",22,2001,19,13,1160,12.9,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,GER,"FW,MF",22,2001,12.9,1,18,4,22.2,1.4,0.31,0.06,0.25,0,0,GER,"FW,MF",22,2001,12.9,0,0,0,10,42,6,72,1,6,,,0
,2425,Stuttgart,Deniz Undav,GER,"FW,MF",28,1996,27,20,1726,19.2,9,3,12,9,0,0,4,0,0.47,0.16,0.63,0.47,0.63,GER,"FW,MF",28,1996,19.2,9,75,31,41.3,3.91,1.62,0.12,0.29,0,0,GER,"FW,MF",28,1996,19.2,4,0,0,25,22,12,11,2,10,,,0
,2425,Stuttgart,El Bilal Touré,MLI,FW,22,2001,12,3,356,4.0,2,1,3,2,0,0,0,0,0.51,0.25,0.76,0.51,0.76,MLI,FW,22,2001,4.0,2,14,4,28.6,3.54,1.01,0.14,0.5,0,0,MLI,FW,22,2001,4.0,0,0,0,9,3,1,0,0,1,,,0
,2425,Stuttgart,Ermedin Demirović,BIH,FW,26,1998,34,20,1855,20.6,15,1,16,15,0,2,2,0,0.73,0.05,0.78,0.73,0.78,BIH,FW,26,1998,20.6,15,65,30,46.2,3.15,1.46,0.23,0.5,0,2,BIH,FW,26,1998,20.6,2,0,0,24,27,18,3,1,7,,,0
,2425,Stuttgart,Nick Woltemade,GER,"FW,MF",22,2002,28,17,1622,18.0,12,2,14,10,2,3,5,1,0.67,0.11,0.78,0.55,0.67,GER,"FW,MF",22,2002,18.0,12,49,26,53.1,2.72,1.44,0.2,0.38,2,3,GER,"FW,MF",22,2002,18.0,5,1,1,24,35,6,6,1,6,,,0
